id_empresas;razon_social;ruc;titulo;evaluaci�n_externa;evaluacion_legal;ratificado;estado;direccion;ubigeo;departamento;provincia;distrito;actividad_economica;sector_economico;telefono;correo;area_final;tipo_final;areas_detectadas;tipos_detectados
642;ECOTRARE S.R.L.;20600392825;Fortalecimiento de la gesti�n interna y comercial mediante la adopci�n de soluciones digitales que mejoren la planificaci�n de proyectos, la ejecuci�n operativa y la captaci�n de nuevos clientes en la empresa ECOTRARE S.R.L;Desaprobado;-;-;ACTIVO;CAL. JOSE SANTOS CHOCANO NRO 279 P.J. SANTA ROSA ;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;Informaci�n y comunicaciones;943612083;;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS;CRM
647;DISTRIBUIDORA ALYNA EIRL;20608390929;Implementaci�n de una soluci�n digital en la empresa Distribuidora Alyna EIRL que permita automatizar la gesti�n operativa y administrativa y aumentar su productividad;Desaprobado;-;-;ACTIVO;CAL. SANTA TERESITA NRO 468 INT. 1 SEC. AROMAS ALTO ;60801;CAJAMARCA;JAEN;JAEN;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA)
652;AGROINDUSTRIAS WANCAR AYACUCHO E.I.R.L.;20605036164;Estrategia de Digitalizaci�n de WANCAR para la Optimizaci�n de Procesos en la producci�n Ap�cola, el Fortalecimiento de la Gesti�n competitiva y la Promoci�n en Servicios de Polinizaci�n;Desaprobado;-;-;ACTIVO;MZA. U LOTE 24 CHUMPI ;50702;AYACUCHO;PARINACOCHAS;CHUMPI;ACTIVIDADES DE APOYO A LA AGRICULTURA;Agricultura, ganader�a, silvicultura y pesca;;;OPERACIONES;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | OPERACIONES / PRODUCCION / MANTENIMIENTO;AUTOMATIZACION / WORKFLOW (BPM / RPA)
653;NEUMENN INVERSIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NEUMENN INVERSIONES E.I.R.L.;20490604678;Modernizaci�n de la gesti�n operativa y canales comerciales para aumentar la eficiencia, competitividad y posicionamiento de NEUMMEN;Desaprobado;-;-;ACTIVO;CAL. REPUBLICA DE PARAGUAY MZA. K LOTE 12 URB. PARQUE INDUSTRIAL ;80108;CUSCO;CUSCO;WANCHAQ;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";(084)264231;gycllantas@hotmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
654;AWANALLAQTA S.A.C.;20601466784;Transformaci�n digital para el fortalecimiento de la gesti�n operativa y comercial de AWANALLAQTA;Desaprobado;-;-;ACTIVO;NRO 259 OTR. PLAZOLETA SANTO DOMINGO ;80101;CUSCO;CUSCO;CUSCO;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
655;DC CADENA DE SERVICIOS GENERALES E.I.R.L.;20611929596;Potenciando la eficiencia operativa y comercial de DC Servicios Generales a trav�s de la digitalizaci�n de sus procesos;Desaprobado;-;-;ACTIVO;CAL. 07 DE JUNIO NRO 840 A.H. LOS BALSARES ;140114;LAMBAYEQUE;CHICLAYO;SANTA ROSA;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";956119535;administracion@universalservice.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO;AUTOMATIZACION / WORKFLOW (BPM / RPA)
656;INVERMEQ S.A.C.;20608138804;Transformaci�n Digital para la gesti�n eficiente de inventarios y la relaci�n con clientes para la empresa INVERMEQ S.A.C;Desaprobado;-;-;ACTIVO;AV. PERIMETRAL MZA. B4 LOTE 3 URB. ALAMEDA DEL NORTE ;150125;LIMA;LIMA;PUENTE PIEDRA;ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA;Actividades inmobiliarias;970807923;minvermeq@gmail.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;CRM
657;KETTY & SONIA REPRESENTACIONES S.A.C.;20600353064;Optimizaci�n de la gesti�n comercial y control de inventarios mediante la implementaci�n de herramientas digitales en la empresa Ketty & Sonia Representaciones S.A..C.;Desaprobado;-;-;ACTIVO;AV. PAKAMUROS NRO 2071 SEC. PUEBLO LIBRE ;60801;CAJAMARCA;JAEN;JAEN;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";(076)431814;ksrepresentacionessacjaen2409@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
658;SKY VIAJES Y TURISMO AREQUIPA EIRL;20227496682;Proyecto de transformaci�n digital para impulsar la competitividad y diferenciaci�n de la empresa SKY VIAJES Y TURISMO;Desaprobado;-;-;ACTIVO;CAL. BOLIVAR NRO 209 ;40101;AREQUIPA;AREQUIPA;AREQUIPA;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;Transporte y almacenamiento;(054)281731;skyaqpgerencia@skyperu.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
659;LAS GRINGAS PIZZERIA S.A.C.;20606383178;Estrategia de Digitalizaci�n para Mejorar la Eficiencia Operativa y la Experiencia del Cliente en la Gesti�n de Pedidos;Desaprobado;-;-;ACTIVO;CAL. SANTA CATALINA NRO 204 URB. CERCADO ;40101;AREQUIPA;AREQUIPA;AREQUIPA;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | OPERACIONES / PRODUCCION / MANTENIMIENTO;IA / Machine Learning
660;CERTIFICACIONES & HOMOLOGACIONES S.A.C.;20605561781;Implementaci�n de Herramientas Digitales para los Procesos de Marketing y Certificaciones de la empresa Certificaciones & Homologaciones S.A.C.;Desaprobado;-;-;ACTIVO;AV. ELMER FAUCETT NRO S/N INT. 415 ;70101;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;ACTIVIDADES DE CONSULTORIA DE GESTION;Actividades profesionales, cient�ficas y t�cnicas;(01)7397905;gerencia@certyhomo.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
661;CONSTRUCTORA PROINAM SOCIEDAD ANONIMA CERRADA - CONSTRUCTORA PROINAM S.A.C.;20600664396;Implementaci�n de Herramientas Digitales Innovadoras para la Integraci�n, Optimizaci�n y Transformaci�n de los Procesos de Gesti�n Empresarial;Desaprobado;-;-;ACTIVO;CAL. JOSE ANTONIO TABOADA NRO 150 ;40117;AREQUIPA;AREQUIPA;SACHACA;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL;Industrias manufactureras;958300968;ventas@proinamsac.com;OPERACIONES;ERP;OPERACIONES;AUTOMATIZACION / WORKFLOW (BPM / RPA) | ERP / GESTION INTEGRAL
662;CAFEINA PERU SAC;20517600424;Estrategia de Transformaci�n Digital del Punto de Venta Gastron�mico mediante Captura de Datos, Segmentaci�n y Automatizaci�n del Marketing;Desaprobado;-;-;ACTIVO;AV. PRIMAVERA NRO 1070 URB. VALLE HERMOSO ;150140;LIMA;LIMA;SANTIAGO DE SURCO;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
664;DENTA VITALIS;20558381435;Estandarizaci�n y digitalizaci�n de procesos clinicos y administrativos para mejorar la eficiencia y comunicaci�n en DENTA VITALIS;Desaprobado;-;-;ACTIVO;AV. CENTRO COMERCIAL CAYMA NRO 1 INT. 3 AV CAYMA ;40103;AREQUIPA;AREQUIPA;CAYMA;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;Actividades de atenci�n de la salud humana y de asistencia social;;;OPERACIONES;Automatizacion / Workflow (BPM / RPA);OPERACIONES;AUTOMATIZACION / WORKFLOW (BPM / RPA)
666;VETERINARIA AVANT GRAND SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITIDA;20600885627;Implementaci�n de Soluciones Digitales para la Mejora de Procesos de Atenci�n y Seguimiento en Servicios Veterinarios;Desaprobado;-;-;ACTIVO;CAL. LA ISLA NRO 222 ;40101;AREQUIPA;AREQUIPA;AREQUIPA;ACTIVIDADES VETERINARIAS;Actividades profesionales, cient�ficas y t�cnicas;;;OPERACIONES;Automatizacion / Workflow (BPM / RPA);OPERACIONES;AUTOMATIZACION / WORKFLOW (BPM / RPA)
667;CALEMA GROUP S.A.C;20602378650;Implementaci�n de Herramientas Digitales para la Optimizaci�n de Procesos Internos, Visibilidad de la empresa y mejorar la experiencia del Cliente;Desaprobado;-;-;ACTIVO;JR. EZEQUIEL OSSIO NRO 1781 ;150101;LIMA;LIMA;LIMA;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NO CLASIFICADOS PREVIAMENTE;Actividades de servicios administrativos y de apoyo;992950515;josecarlosp313117@gmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
668;ATILA CONTRATISTA Y CONSULTORES E.I.R.L.;20602112625;Mejora de la productividad y fortalecimiento comercial mediante la digitalizaci�n de procesos clave en la empresa ATILA;Desaprobado;-;-;ACTIVO;AV. CAYMA NRO 608 INT. 216 URB. SE�ORIAL ;40103;AREQUIPA;AREQUIPA;CAYMA;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;931853826;atila.contratistayconsultores@gmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
669;XPRESS TECHNOLOGY SERVICES S.A.C. - XTS S.A.C.;20524179025;Implementaci�n de Herramientas Digitales para el aumento de la productividad de los procesos Comerciales, Operativos y de Soporte;Desaprobado;-;-;ACTIVO;JR. SANTA ROSA NRO 211 URB. FUNDO CALERA DE LA MERCED ;150130;LIMA;LIMA;SAN BORJA;ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA EQUIPO Y BIENES TANGIBLES;Actividades de servicios administrativos y de apoyo;(01)7174821-949110618;ventas@xtsperu.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);SERVICIO AL CLIENTE / ATENCION;AUTOMATIZACION / WORKFLOW (BPM / RPA)
670;CORPORACION LATINOAMERICANA DE SERVICIOS TECNOLOGICOS S.A.C.;20508161418;Transformaci�n Digital para la Integraci�n Comercial y Operativa con Enfoque en Productividad y Trazabilidad;Desaprobado;-;-;ACTIVO;CAL. JORGE VALDEAVELLANO NRO 280 URB. SANTA CATALINA ;150115;LIMA;LIMA;LA VICTORIA;ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA EQUIPO Y BIENES TANGIBLES;Actividades de servicios administrativos y de apoyo;(01)7196260-98906260;ventas@clastec.com;COMERCIAL;Business Intelligence / Analytics;CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;Business Intelligence / Analytics
671;FRAUJJIR EIRL;20558111055;Impulsando la productividad y competitividad de la empresa FRAUJJIR a trav�s de la adaptaci�n digital de sus procesos;Desaprobado;-;-;ACTIVO;AV. CAYMA NRO 608 INT. 216 URB. SE�ORIAL ;40103;AREQUIPA;AREQUIPA;CAYMA;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;(054)463608;giovi1carpio@hotmail.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);OPERACIONES;AUTOMATIZACION / WORKFLOW (BPM / RPA)
672;INVERSIONES 9C S.R.L.;20612097713;Digitalizaci�n de procesos operativos para optimizar la eficiencia y mejora de la experiencia del cliente en servicios de escalada;Desaprobado;-;-;ACTIVO;CAL. LADISLAO ESPINAR NRO 101B ;40126;AREQUIPA;AREQUIPA;YANAHUARA;OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS NO CLASIFICADOS PREVIAMENTE;Actividades art�sticas, de entretenimiento y recreativas;978696127;audaces_sac@hotmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
673;EMPRESA DE SEGURIDAD LOS AUDACES S.A.C.;20526493231;Implementaci�n de tecnolog�as digitales para la mejora del servicio de gesti�n de vigilancia y venta de equipos de seguridad de la empresa Audaces.;Desaprobado;-;-;ACTIVO;MZA. L LOTE 20 A.H. LAS MERCEDES ;200104;PIURA;PIURA;CASTILLA;ACTIVIDADES DE INVESTIGACION;Actividades de servicios administrativos y de apoyo;;;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;CIBERSEGURIDAD / INFRAESTRUCTURA
674;COREHIDRO S.R.L.;20601461863;DIAGN�STICO, DISE�O E IMPLEMENTACI�N DE UN PLAN DE TRANSFORMACI�N DIGITAL 4.0 MEDIANTE, AN�LISIS DE DATOS, INTELIGENCIA ARTIFICIAL Y MACHINE LEARNING PARA LA OPTIMIZACI�N E INTEGRACI�N DE PROCESOS OPERATIVOS DE COREHIDRO INGENIEROS.;Desaprobado;-;-;ACTIVO;MZA. H LOTE 11 URB. CASUARINAS DE ICA III ETA ;110101;ICA;ICA;ICA;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;940157690;ingenieros@corehidro.com.pe;OPERACIONES;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | IA / MACHINE LEARNING
675;DOS VIEJAS LOCAS SOCIEDAD ANONIMA CERRADA;20608466402;Implementaci�n de herramientas digitales para la mejora de la gesti�n administrativa, comercial y de personal para el crecimiento del Restaurante La Capitana;Desaprobado;-;-;ACTIVO;CAL. FRANCISCO MORENO - EX SAN NRO 545 URB. SURQUILLO ;150141;LIMA;LIMA;SURQUILLO;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
676;INVERSIONES PANBEX S.A.C.;20493813014;Transformaci�n digital de la empresa INVERSIONES PANBEX SAC a trav�s de la integraci�n de un sistema ad hoc para restaurant y herramientas especializadas que permita alcanzar procesos productivos sostenibles y cubrir la demanda en servicios para sus clientes;Desaprobado;-;-;ACTIVO;JR. ALEGRIA ARIAS DE MOREY NRO 298 ;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;(042) 522104;ronypush@gmail.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM
677;CONTRASTE RESTAURANTE S.A.C.;20606144343;Implementaci�n de tecnolog�as digitales en los ambitos comercial, operativo y administrativo de Contraste Restaurante, con el objetivo de optimizar la gesti�n y supervisi�n de procesos y actividades claves.;Desaprobado;-;-;ACTIVO;AV. LA PAZ NRO 604 URB. LEURO ;150122;LIMA;LIMA;MIRAFLORES;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
678;COSTA VIVA S.A.C.;20521948061;Transformaci�n Digital para la Optimizaci�n de Procesos Productivos y Fortalecimiento Operativo en Costa Viva;Desaprobado;-;-;ACTIVO;AV. CAMINO REAL NRO 1801 INT. D5 URB. PARQUE SAN PEDRITO ;150140;LIMA;LIMA;SANTIAGO DE SURCO;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NO CLASIFICADOS PREVIAMENTE;Industrias manufactureras;998163113;costavivaperu@gmail.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
679;MC INNOVATION S.A.C.;20602719775;Optimizaci�n, integraci�n y digitalizaci�n de procesos comerciales y operativos, orientada a fortalecer la competitividad, mejorar la eficiencia operativa y comercial, impulsar un crecimiento sostenible y enriquecer la experiencia del cliente;Desaprobado;-;-;ACTIVO;AV. AV. JOSE LEGUIA Y MELENDE NRO 1653 DEP. 101 ;150121;LIMA;LIMA;PUEBLO LIBRE;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";956734446;dcarranza_n1@hotmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO;AUTOMATIZACION / WORKFLOW (BPM / RPA)
680;PERU COCOA PROJECTS SOCIEDAD ANONIMA CERRADA -  PERU COCOA PROJECTS S.A.C.;20602208738;Digitalizaci�n de los procesos de compras, control administrativo, gesti�n de reservas y de �ndole comercial para el fortalecimiento de la propuesta de valor especializada en caf� y cacao de la empresa Peru Cocoa Projects.;Desaprobado;-;-;ACTIVO;JR. COLINA NRO 111 ;150104;LIMA;LIMA;BARRANCO;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";937595812;sebas.qb.96@gmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | COMPRAS / ABASTECIMIENTO;AUTOMATIZACION / WORKFLOW (BPM / RPA)
681;CCANTO GROUP CONSULTORES E.I.R.L.;20532424306;Transformaci�n Digital Integral de la Capacitaci�n en SST mediante Plataforma E-learning Automatizada y Posicionamiento Multimedia para CCANTO GROUP;Desaprobado;-;-;ACTIVO;MZA. N LOTE 10 P.J. JHON F. KENNEDY ;180301;MOQUEGUA;ILO;ILO;OTROS TIPOS DE ENSE�ANZA NO CLASIFICADOS PREVIAMENTE;Ense�anza;(053) 481200;info@ccantogroup.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | RRHH / TALENTO / CAPACITACION | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
682;ALIMENTOS ARTESANALES DEL PERU S.A.C.;20601169984;Optimizaci�n de procesos comerciales, de producci�n y de gesti�n de pedidos mediante la adopci�n de tecnolog�as digitales para el crecimiento de la empresa Pancitos del Sur.;Desaprobado;-;-;ACTIVO;CAL. LOMA PONCIANA NRO 154 ;150140;LIMA;LIMA;SANTIAGO DE SURCO;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NO CLASIFICADOS PREVIAMENTE;Industrias manufactureras;;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);OPERACIONES / PRODUCCION / MANTENIMIENTO;AUTOMATIZACION / WORKFLOW (BPM / RPA)
684;MACURAYS E.I.R.L.;20607468924;"TRANSFORMACI�N DIGITAL PARA LA OPTIMIZACI�N DE PROCESOS INTERNOS Y MEJORA EN LA EXPERIENCIA DEL CLIENTE DE LA EMPRESA ""MACURAYS E.I.R.L"". DEDICADA A LA PRODUCCION Y COMERCIALIZACI�N DE HELADOS Y PRODUCTOS AGROINDUSTRIALES ARTESANALES";Desaprobado;-;-;ACTIVO;AV. CIRCUNVALACION NRO 2345 ;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
685;DROGUERIA FARGRUP S.A.C.;20603751354;Implementaci�n de soluci�n integral para optimizar los procesos comerciales, operativos y de atenci�n al cliente, con el fin de mejorar la eficiencia, fortalecer las ventas B2B , y elevar la experiencia del cliente en la empresa DROGERIA FARGRUP S.A.C;Desaprobado;-;-;ACTIVO;AV. NICOLAS DE PIEROLA NRO 828 DEP. 1-2 URB. ALTO SAN MARTIN ;40109;AREQUIPA;AREQUIPA;MARIANO MELGAR;VENTA AL POR MAYOR NO ESPECIALIZADA;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";;;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | SERVICIO AL CLIENTE / ATENCION;AUTOMATIZACION / WORKFLOW (BPM / RPA)
686;CORPORACION MAGUES S.A.C.;20610690620;Transformaci�n digital de una empresa de consultor�a de obra que permita optimizar los procesos de marketing, pedidos, inventarios y finanzas, para potenciar la productividad en las operaciones de la empresa Corporaci�n Magues S.A.C.;Desaprobado;-;-;ACTIVO;PJ. SAN LUCIANO NRO 170 URB. LOS PORTALES ;60801;CAJAMARCA;JAEN;JAEN;CONSTRUCCION DE EDIFICIOS;Construcci�n;976933099;corporacionmaguessac@gmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | FINANZAS / CONTABILIDAD / TESORERIA | OPERACIONES / PRODUCCION / MANTENIMIENTO | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
688;ASL SERVICIOS MULTIPLES S.A.C.;20606551488;Transformaci�n digital para la mejora del control y trazabilidad en la gesti�n de dos�metros, optimizando la atenci�n al cliente y la eficiencia operativa de ASL SERVICIOS MULTIPLES S.A.C.;Desaprobado;-;-;ACTIVO;AV. DEL EJERCITO NRO 1180 INT. 705 URB. ORRANTIA DEL MAR ;150120;LIMA;LIMA;MAGDALENA DEL MAR;VENTA AL POR MAYOR NO ESPECIALIZADA;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";(01)3047101-987568359;administracion.asl@sievertpr.com;COMERCIAL;Business Intelligence / Analytics;CALIDAD / SEGURIDAD / SST | COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO | SERVICIO AL CLIENTE / ATENCION | TECNOLOGIA / INNOVACION / TI;Business Intelligence / Analytics
690;VISTA INMOBILIARIA PERU S.A.C.;20602368352;IMPLEMENTACI�N DE UNA ESTRATEGIA DE COMUNICACI�N Y SOLUCI�N DIGITAL PARA FORTALECER EL POSICONAMIENTO, CONTROL DE PROCESOS Y DIFERENCIACI�N DE VISTA INMOBILIARIA PER� S.A.C. COMO UNA DE LAS EMPRESAS LIDER EN SERVICIOS IDE CORRETAJE INMOBILIARIO EN EL PERU;Desaprobado;-;-;ACTIVO;AV. LARCO NRO 101 DEP. 903 ;150122;LIMA;LIMA;MIRAFLORES;ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA;Actividades inmobiliarias;;;OPERACIONES;Automatizacion / Workflow (BPM / RPA);DIRECCION / PLANEAMIENTO / GESTION;AUTOMATIZACION / WORKFLOW (BPM / RPA)
693;AVANZA SOLUCIONES CONTABLES Y DE GESTION S.A.C.;20608217062;Automatizaci�n de procesos contables y financieros de AVANZA SOLUCIONES CONTABLES para mejorar la eficiencia operativa, reducir tiempos de procesamiento y facilitar a los clientes el acceso en tiempo real a la informaci�n financiera.;Desaprobado;-;-;ACTIVO;CAL. LA ROTONDA NRO 198 URB. ALAMEDA DE LA PLANICIE ;150114;LIMA;LIMA;LA MOLINA;"ACTIVIDADES DE CONTABILIDAD TENEDURIA DE LIBROS Y AUDITORIA; CONSULTORIA FISCAL";Actividades profesionales, cient�ficas y t�cnicas;;;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO;AUTOMATIZACION / WORKFLOW (BPM / RPA) | CRM
696;EMPRESA MKT ESTRATEGIAS MULTISERVICIOS S.A.;20601190266;Fortalecimiento de la eficiencia operativa y comercial a trav�s de la sistematizaci�n digital en la empresa MKT Estrategias Multiservicios S.A.;Desaprobado;-;-;ACTIVO;JR. LOS ANGELES NRO 240 ;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;ACTIVIDADES DE CONSULTORIA DE GESTION;Actividades profesionales, cient�ficas y t�cnicas;942137798;mktestrategias@hotmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO;IA / Machine Learning
704;PERUVIAN FARMERS MARKET S.A.C.;20611009721;Mejora de la administraci�n y posicionamiento de los canales de venta en tienda, en restaurante y a empresas por parte de Peruvian Farmers Market SAC, mediante la adopci�n de herramientas digitales que permitan potenciar el trabajo directo con agricultores..;Desaprobado;-;-;ACTIVO;CAL. FRANCISCO MASIAS NRO 2602 URB. SAN EUGENIO ;150116;LIMA;LIMA;LINCE;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;;;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS;IA / Machine Learning
705;TAMAKER SOCIEDAD ANONIMA CERRADA - TAMAKER S.A.C.;20536592921;Modernizaci�n de Procesos Productivos y de Atenci�n mediante Soluciones Digitales que Incrementen la Eficiencia, la Visibilidad y la Satisfacci�n del Cliente;Desaprobado;-;-;ACTIVO;JR. B. SANCHO DAVILA NRO 160 URB. BOSQUE ;150128;LIMA;LIMA;RIMAC;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS NO CLASIFICADOS PREVIAMENTE;Industrias manufactureras;;mmedina@cafesignature.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
